orden,anio,mes,dia,fecha,pais,ciudad,categoría,producto,precio,util_porcent,Cantidad,Total,utilidad
2939,2024,7,24,24/07/2023,Bolivia,La Paz,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
2940,2024,7,28,28/07/2023,Costa Rica,Heredia,Smartphones,Oppo Find X3 Pro,1049,0.23,2,2098,482.54
2941,2024,7,8,08/07/2023,Paraguay,Encarnación,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
2942,2024,7,12,12/07/2023,Venezuela,Caracas,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
2943,2024,7,22,22/07/2023,Ecuador,Guayaquil,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
2944,2024,7,14,14/07/2023,Paraguay,Encarnación,Laptops,Acer Swift 5,899,0.32,5,4495,1438.4
2945,2024,7,11,11/07/2023,Chile,Concepción,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
2946,2024,7,18,18/07/2023,Ecuador,Guayaquil,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
2947,2024,7,28,28/07/2023,Brasil,Río de Janeiro,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
2948,2024,7,16,16/07/2023,Perú,Lima,Smartphones,Sony Xperia 1 III,1199,0.1,1,1199,119.9
2949,2024,7,17,17/07/2023,Paraguay,Asunción,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08
2950,2024,7,17,17/07/2023,Brasil,Brasilia,Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
2951,2024,7,31,31/07/2023,Argentina,Buenos Aires,Auriculares,Audio-Technica ATH-M50x,174,0.32,4,696,222.72
2952,2024,7,15,15/07/2023,Panamá,David,Smartphones,Xiaomi Mi 11,699,0.2,5,3495,699
2953,2024,8,18,18/08/2023,Argentina,Buenos Aires,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88
2954,2024,8,23,23/08/2023,Perú,Trujillo,Smartphones,LG Velvet,649,0.12,2,1298,155.76
2955,2024,8,16,16/08/2023,Costa Rica,San José,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
2956,2024,8,9,09/08/2023,Chile,Concepción,Smartphones,OnePlus 9,799,0.32,1,799,255.68
2957,2024,8,16,16/08/2023,Venezuela,Valencia,Tablets,Lenovo Tab P11 Pro,549,0.3,1,549,164.7
2958,2024,8,23,23/08/2023,Perú,Lima,Smartphones,LG Velvet,649,0.12,4,2596,311.52
2959,2024,8,24,24/08/2023,Chile,Santiago,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
2960,2024,8,19,19/08/2023,Costa Rica,San José,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
2961,2024,8,4,04/08/2023,Perú,Lima,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
2962,2024,8,11,11/08/2023,Colombia,Cali,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
2963,2024,8,20,20/08/2023,Venezuela,Caracas,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,4,8196,901.56
2964,2024,8,26,26/08/2023,Chile,Santiago,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
2965,2024,8,11,11/08/2023,Venezuela,Caracas,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3
2966,2024,8,17,17/08/2023,Argentina,Buenos Aires,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
2967,2024,8,17,17/08/2023,Uruguay,Montevideo,Tablets,Samsung Galaxy Tab S7,699,0.15,5,3495,524.25
2968,2024,8,4,04/08/2023,Chile,Concepción,Auriculares,Apple AirPods Pro,224,0.26,5,1120,291.2
2969,2024,8,18,18/08/2023,Uruguay,Ciudad de la Costa,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
2970,2024,8,29,29/08/2023,México,Guadalajara,Laptops,MacBook Pro 14,2999,0.19,1,2999,569.81
2971,2024,8,12,12/08/2023,México,Ciudad de México (CDMX),Tablets,iPad Air,649,0.33,2,1298,428.34
2972,2024,8,12,12/08/2023,México,Guadalajara,Auriculares,Microsoft Surface Earbuds,224,0.14,4,896,125.44
2973,2024,8,29,29/08/2023,Bolivia,Cochabamba,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
2974,2024,8,12,12/08/2023,Costa Rica,San José,Tablets,Huawei MatePad Pro,649,0.14,3,1947,272.58
2975,2024,8,11,11/08/2023,México,Monterrey,Auriculares,Microsoft Surface Earbuds,224,0.14,3,672,94.08
2976,2024,8,19,19/08/2023,Chile,Santiago,Laptops,HP Spectre x360,1799,0.25,4,7196,1799
2977,2024,8,3,03/08/2023,Bolivia,La Paz,Auriculares,Sennheiser Momentum 3,324,0.32,4,1296,414.72
2978,2024,8,15,15/08/2023,Brasil,Río de Janeiro,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
2979,2024,8,30,30/08/2023,Costa Rica,Limón,Tablets,ASUS ZenPad 3S 10,399,0.2,2,798,159.6
2980,2024,8,17,17/08/2023,Ecuador,Cuenca,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
2981,2024,8,21,21/08/2023,Perú,Arequipa,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,5,10245,1126.95
2982,2024,8,14,14/08/2023,Costa Rica,Limón,Smartphones,Motorola Edge 20 Pro,849,0.2,4,3396,679.2
2983,2024,8,31,31/08/2023,México,Guadalajara,Tablets,Xiaomi Mi Pad 5,449,0.26,3,1347,350.22
2984,2024,8,5,05/08/2023,México,Guadalajara,Auriculares,Beats Studio3,274,0.13,2,548,71.24
2985,2024,8,24,24/08/2023,Panamá,Ciudad de Panamá,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
2986,2024,8,28,28/08/2023,México,Ciudad de México (CDMX),Laptops,Acer Swift 5,899,0.32,1,899,287.68
2987,2024,8,12,12/08/2023,Uruguay,Salto,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
2988,2024,8,29,29/08/2023,México,Guadalajara,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
2989,2024,8,31,31/08/2023,Perú,Trujillo,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
2990,2024,8,25,25/08/2023,Argentina,Buenos Aires,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849
2991,2024,8,27,27/08/2023,Panamá,David,Tablets,Xiaomi Mi Pad 5,449,0.26,2,898,233.48
2992,2024,8,24,24/08/2023,Uruguay,Salto,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
2993,2024,8,14,14/08/2023,Bolivia,Cochabamba,Tablets,iPad Air,649,0.33,5,3245,1070.85
2994,2024,8,6,06/08/2023,México,Ciudad de México (CDMX),Tablets,Huawei MatePad Pro,649,0.14,5,3245,454.3
2995,2024,8,9,09/08/2023,Perú,Arequipa,Laptops,ASUS ZenBook 14,1149,0.29,4,4596,1332.84
2996,2024,8,24,24/08/2023,Brasil,Brasilia,Auriculares,Razer Opus,224,0.11,5,1120,123.2
2997,2024,8,28,28/08/2023,Venezuela,Valencia,Auriculares,Sennheiser Momentum 3,324,0.32,1,324,103.68
2998,2024,8,19,19/08/2023,Bolivia,La Paz,Smartphones,iPhone 13,1099,0.19,2,2198,417.62
2999,2024,8,11,11/08/2023,Uruguay,Salto,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
3000,2024,8,4,04/08/2023,Paraguay,Ciudad del Este,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
3001,2024,8,16,16/08/2023,Bolivia,Cochabamba,Auriculares,Razer Opus,224,0.11,5,1120,123.2
3002,2024,8,10,10/08/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Sony WH-1000XM4,324,0.27,3,972,262.44
3003,2024,8,2,02/08/2023,Paraguay,Asunción,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
3004,2024,8,20,20/08/2023,Paraguay,Asunción,Tablets,Microsoft Surface Pro 7,999,0.35,3,2997,1048.95
3005,2024,8,7,07/08/2023,Colombia,Cali,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
3006,2024,8,15,15/08/2023,Uruguay,Salto,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
3007,2024,8,3,03/08/2023,Venezuela,Caracas,Auriculares,Razer Opus,224,0.11,4,896,98.56
3008,2024,8,30,30/08/2023,Chile,Valparaíso,Tablets,Microsoft Surface Pro 7,999,0.35,4,3996,1398.6
3009,2024,8,12,12/08/2023,México,Ciudad de México (CDMX),Tablets,iPad Air,649,0.33,5,3245,1070.85
3010,2024,8,31,31/08/2023,Colombia,Cali,Tablets,LG G Pad 5 10.1,249,0.33,1,249,82.17
3011,2024,8,22,22/08/2023,Costa Rica,San José,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78
3012,2024,8,3,03/08/2023,Ecuador,Cuenca,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
3013,2024,8,25,25/08/2023,Uruguay,Salto,Auriculares,Bose QuietComfort 35 II,274,0.28,5,1370,383.6
3014,2024,8,10,10/08/2023,Uruguay,Salto,Smartphones,Oppo Find X3 Pro,1049,0.23,3,3147,723.81
3015,2024,8,14,14/08/2023,Ecuador,Quito,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
3016,2024,8,3,03/08/2023,Costa Rica,San José,Tablets,ASUS ZenPad 3S 10,399,0.2,5,1995,399
3017,2024,8,26,26/08/2023,Chile,Valparaíso,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
3018,2024,8,26,26/08/2023,Perú,Lima,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
3019,2024,8,12,12/08/2023,Perú,Lima,Laptops,MSI GS66 Stealth,2249,0.2,3,6747,1349.4
3020,2024,8,7,07/08/2023,Paraguay,Encarnación,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,2,4098,450.78
3021,2024,8,12,12/08/2023,Uruguay,Salto,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
3022,2024,8,10,10/08/2023,Uruguay,Salto,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3023,2024,8,29,29/08/2023,Perú,Arequipa,Laptops,HP Spectre x360,1799,0.25,1,1799,449.75
3024,2024,8,18,18/08/2023,Uruguay,Ciudad de la Costa,Smartphones,Samsung Galaxy S21,899,0.28,1,899,251.72
3025,2024,8,24,24/08/2023,México,Guadalajara,Smartphones,OnePlus 9,799,0.32,3,2397,767.04
3026,2024,8,16,16/08/2023,Costa Rica,San José,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
3027,2024,8,30,30/08/2023,Paraguay,Encarnación,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44
3028,2024,8,28,28/08/2023,Paraguay,Encarnación,Smartphones,LG Velvet,649,0.12,1,649,77.88
3029,2024,8,21,21/08/2023,Argentina,Buenos Aires,Smartphones,Google Pixel 6,749,0.28,1,749,209.72
3030,2024,8,3,03/08/2023,Brasil,Brasilia,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
3031,2024,8,5,05/08/2023,Costa Rica,Limón,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39
3032,2024,8,21,21/08/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Sony Xperia 1 III,1199,0.1,4,4796,479.6
3033,2024,8,12,12/08/2023,Bolivia,La Paz,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
3034,2024,8,30,30/08/2023,Colombia,Cali,Smartphones,Xiaomi Mi 11,699,0.2,4,2796,559.2
3035,2024,8,27,27/08/2023,Chile,Santiago,Laptops,Microsoft Surface Laptop 4,1649,0.27,3,4947,1335.69
3036,2024,8,18,18/08/2023,Colombia,Medellín,Tablets,Samsung Galaxy Tab S7,699,0.15,3,2097,314.55
3037,2024,8,16,16/08/2023,Uruguay,Salto,Tablets,Microsoft Surface Pro 7,999,0.35,2,1998,699.3
3038,2024,8,30,30/08/2023,Ecuador,Quito,Smartphones,Asus ROG Phone 5,1099,0.13,3,3297,428.61
3039,2024,8,20,20/08/2023,Venezuela,Valencia,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
3040,2024,8,5,05/08/2023,Colombia,Cali,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
3041,2024,8,24,24/08/2023,Bolivia,La Paz,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
3042,2024,8,24,24/08/2023,Panamá,Colón,Laptops,HP Spectre x360,1799,0.25,2,3598,899.5
3043,2024,8,29,29/08/2023,Chile,Concepción,Smartphones,Google Pixel 6,749,0.28,1,749,209.72
3044,2024,8,8,08/08/2023,Uruguay,Montevideo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
3045,2024,8,29,29/08/2023,Chile,Concepción,Smartphones,Google Pixel 6,749,0.28,4,2996,838.88
3046,2024,8,5,05/08/2023,Paraguay,Asunción,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
3047,2024,8,9,09/08/2023,Venezuela,Valencia,Auriculares,Bose QuietComfort 35 II,274,0.28,4,1096,306.88
3048,2024,8,17,17/08/2023,Uruguay,Salto,Smartphones,Xiaomi Mi 11,699,0.2,3,2097,419.4
3049,2024,8,18,18/08/2023,Paraguay,Asunción,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
3050,2024,8,25,25/08/2023,Uruguay,Montevideo,Laptops,Dell XPS 13,1399,0.35,4,5596,1958.6
3051,2024,8,4,04/08/2023,México,Guadalajara,Tablets,Xiaomi Mi Pad 5,449,0.26,5,2245,583.7
3052,2024,8,8,08/08/2023,Costa Rica,San José,Laptops,Gigabyte Aero 15 OLED,2599,0.11,4,10396,1143.56
3053,2024,8,17,17/08/2023,Paraguay,Asunción,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
3054,2024,8,21,21/08/2023,Costa Rica,Heredia,Tablets,Huawei MatePad Pro,649,0.14,1,649,90.86
3055,2024,8,23,23/08/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Microsoft Surface Earbuds,224,0.14,1,224,31.36
3056,2024,8,17,17/08/2023,Argentina,Buenos Aires,Tablets,Microsoft Surface Pro 7,999,0.35,5,4995,1748.25
3057,2024,8,22,22/08/2023,México,Ciudad de México (CDMX),Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3058,2024,8,1,01/08/2023,Colombia,Bogotá,Auriculares,Beats Studio3,274,0.13,2,548,71.24
3059,2024,8,9,09/08/2023,Panamá,Colón,Laptops,ASUS ZenBook 14,1149,0.29,1,1149,333.21
3060,2024,8,17,17/08/2023,Paraguay,Asunción,Auriculares,Jabra Elite 85t,224,0.21,5,1120,235.2
3061,2024,8,30,30/08/2023,México,Ciudad de México (CDMX),Tablets,iPad Air,649,0.33,2,1298,428.34
3062,2024,8,12,12/08/2023,Colombia,Medellín,Laptops,Dell XPS 13,1399,0.35,3,4197,1468.95
3063,2024,8,12,12/08/2023,Brasil,Brasilia,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
3064,2024,8,26,26/08/2023,Costa Rica,San José,Tablets,ASUS ZenPad 3S 10,399,0.2,1,399,79.8
3065,2024,8,12,12/08/2023,Perú,Trujillo,Laptops,MSI GS66 Stealth,2249,0.2,1,2249,449.8
3066,2024,8,2,02/08/2023,Costa Rica,San José,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
3067,2024,8,8,08/08/2023,Perú,Arequipa,Smartphones,Motorola Edge 20 Pro,849,0.2,4,3396,679.2
3068,2024,8,9,09/08/2023,Uruguay,Ciudad de la Costa,Auriculares,Bose QuietComfort 35 II,274,0.28,1,274,76.72
3069,2024,8,5,05/08/2023,Bolivia,Cochabamba,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44
3070,2024,8,18,18/08/2023,Costa Rica,San José,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
3071,2024,8,1,01/08/2023,Bolivia,La Paz,Smartphones,LG Velvet,649,0.12,3,1947,233.64
3072,2024,8,10,10/08/2023,Ecuador,Cuenca,Smartphones,Sony Xperia 1 III,1199,0.1,5,5995,599.5
3073,2024,8,28,28/08/2023,Paraguay,Ciudad del Este,Tablets,Lenovo Tab P11 Pro,549,0.3,3,1647,494.1
3074,2024,8,6,06/08/2023,Venezuela,Caracas,Smartphones,Motorola Edge 20 Pro,849,0.2,5,4245,849
3075,2024,8,18,18/08/2023,Paraguay,Ciudad del Este,Laptops,ASUS ZenBook 14,1149,0.29,3,3447,999.63
3076,2024,8,4,04/08/2023,Costa Rica,San José,Smartphones,Sony Xperia 1 III,1199,0.1,2,2398,239.8
3077,2024,8,18,18/08/2023,Uruguay,Salto,Laptops,Razer Blade 15,2649,0.33,5,13245,4370.85
3078,2024,8,2,02/08/2023,Panamá,Colón,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3079,2024,8,27,27/08/2023,Bolivia,La Paz,Auriculares,Jabra Elite 85t,224,0.21,3,672,141.12
3080,2024,8,2,02/08/2023,Panamá,Colón,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
3081,2024,8,8,08/08/2023,Panamá,Colón,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44
3082,2024,8,19,19/08/2023,Panamá,Ciudad de Panamá,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
3083,2024,8,22,22/08/2023,Bolivia,La Paz,Auriculares,Sennheiser Momentum 3,324,0.32,3,972,311.04
3084,2024,8,12,12/08/2023,Brasil,São Paulo,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
3085,2024,8,14,14/08/2023,Bolivia,La Paz,Smartphones,Google Pixel 6,749,0.28,5,3745,1048.6
3086,2024,8,25,25/08/2023,Uruguay,Salto,Tablets,Google Pixel Slate,799,0.3,3,2397,719.1
3087,2024,8,10,10/08/2023,Argentina,Buenos Aires,Auriculares,Audio-Technica ATH-M50x,174,0.32,2,348,111.36
3088,2024,8,31,31/08/2023,Chile,Santiago,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
3089,2024,8,1,01/08/2023,Bolivia,Santa Cruz de la Sierra,Smartphones,Samsung Galaxy S21,899,0.28,5,4495,1258.6
3090,2024,8,4,04/08/2023,Chile,Santiago,Auriculares,Beats Studio3,274,0.13,4,1096,142.48
3091,2024,8,25,25/08/2023,Uruguay,Ciudad de la Costa,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
3092,2024,8,13,13/08/2023,Colombia,Bogotá,Smartphones,Huawei P40 Pro,899,0.34,5,4495,1528.3
3093,2024,8,8,08/08/2023,Bolivia,Santa Cruz de la Sierra,Laptops,Gigabyte Aero 15 OLED,2599,0.11,1,2599,285.89
3094,2024,8,4,04/08/2023,Perú,Lima,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
3095,2024,8,28,28/08/2023,Bolivia,La Paz,Auriculares,Sony WH-1000XM4,324,0.27,5,1620,437.4
3096,2024,8,30,30/08/2023,México,Guadalajara,Smartphones,Huawei P40 Pro,899,0.34,3,2697,916.98
3097,2024,8,25,25/08/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Beats Studio3,274,0.13,1,274,35.62
3098,2024,8,5,05/08/2023,Venezuela,Caracas,Smartphones,Huawei P40 Pro,899,0.34,4,3596,1222.64
3099,2024,8,8,08/08/2023,Colombia,Cali,Tablets,iPad Air,649,0.33,1,649,214.17
3100,2024,8,18,18/08/2023,Venezuela,Caracas,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,1,2049,225.39
3101,2024,8,18,18/08/2023,Uruguay,Ciudad de la Costa,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
3102,2024,8,11,11/08/2023,Costa Rica,Limón,Laptops,Lenovo ThinkPad X1 Carbon,2049,0.11,3,6147,676.17
3103,2024,8,10,10/08/2023,Bolivia,Santa Cruz de la Sierra,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3104,2024,8,17,17/08/2023,Colombia,Bogotá,Smartphones,Asus ROG Phone 5,1099,0.13,5,5495,714.35
3105,2024,8,4,04/08/2023,Perú,Lima,Auriculares,Bose QuietComfort 35 II,274,0.28,2,548,153.44
3106,2024,8,31,31/08/2023,Paraguay,Ciudad del Este,Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96
3107,2024,8,10,10/08/2023,Perú,Lima,Tablets,Microsoft Surface Pro 7,999,0.35,1,999,349.65
3108,2024,8,21,21/08/2023,Colombia,Bogotá,Laptops,Acer Swift 5,899,0.32,4,3596,1150.72
3109,2024,8,21,21/08/2023,Paraguay,Ciudad del Este,Smartphones,OnePlus 9,799,0.32,5,3995,1278.4
3110,2024,8,6,06/08/2023,Colombia,Cali,Laptops,HP Spectre x360,1799,0.25,4,7196,1799
3111,2024,8,14,14/08/2023,Bolivia,Santa Cruz de la Sierra,Tablets,Google Pixel Slate,799,0.3,5,3995,1198.5
3112,2024,8,12,12/08/2023,Panamá,David,Laptops,MacBook Pro 14,2999,0.19,2,5998,1139.62
3113,2024,8,8,08/08/2023,Brasil,Río de Janeiro,Laptops,Dell XPS 13,1399,0.35,2,2798,979.3
3114,2024,8,23,23/08/2023,Costa Rica,Limón,Tablets,Amazon Fire HD 10,199,0.31,5,995,308.45
3115,2024,8,27,27/08/2023,Uruguay,Ciudad de la Costa,Tablets,iPad Air,649,0.33,2,1298,428.34
3116,2024,8,30,30/08/2023,Colombia,Cali,Tablets,Google Pixel Slate,799,0.3,2,1598,479.4
3117,2024,8,29,29/08/2023,Perú,Lima,Smartphones,Google Pixel 6,749,0.28,2,1498,419.44
3118,2024,8,13,13/08/2023,Uruguay,Salto,Smartphones,Motorola Edge 20 Pro,849,0.2,3,2547,509.4
3119,2024,8,10,10/08/2023,Perú,Arequipa,Smartphones,Huawei P40 Pro,899,0.34,1,899,305.66
3120,2024,8,1,01/08/2023,Bolivia,Cochabamba,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
3121,2024,8,2,02/08/2023,México,Guadalajara,Smartphones,LG Velvet,649,0.12,4,2596,311.52
3122,2024,8,11,11/08/2023,Paraguay,Asunción,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
3123,2024,8,27,27/08/2023,Paraguay,Asunción,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
3124,2024,8,23,23/08/2023,Venezuela,Caracas,Auriculares,Sennheiser Momentum 3,324,0.32,5,1620,518.4
3125,2024,8,19,19/08/2023,Chile,Santiago,Tablets,iPad Air,649,0.33,1,649,214.17
3126,2024,8,27,27/08/2023,Uruguay,Salto,Smartphones,iPhone 13,1099,0.19,1,1099,208.81
3127,2024,8,19,19/08/2023,Panamá,David,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3128,2024,8,8,08/08/2023,Ecuador,Cuenca,Smartphones,Sony Xperia 1 III,1199,0.1,3,3597,359.7
3129,2024,8,21,21/08/2023,Panamá,Colón,Auriculares,Samsung Galaxy Buds Pro,174,0.11,2,348,38.28
3130,2024,8,20,20/08/2023,Uruguay,Salto,Laptops,ASUS ZenBook 14,1149,0.29,2,2298,666.42
3131,2024,8,26,26/08/2023,Colombia,Medellín,Auriculares,Apple AirPods Pro,224,0.26,2,448,116.48
3132,2024,8,9,09/08/2023,Costa Rica,Heredia,Laptops,Microsoft Surface Laptop 4,1649,0.27,2,3298,890.46
3133,2024,8,8,08/08/2023,Colombia,Cali,Smartphones,Xiaomi Mi 11,699,0.2,2,1398,279.6
3134,2024,8,17,17/08/2023,Venezuela,Caracas,Auriculares,Apple AirPods Pro,224,0.26,3,672,174.72
3135,2024,8,14,14/08/2023,Perú,Trujillo,Laptops,MacBook Pro 14,2999,0.19,3,8997,1709.43
3136,2024,8,31,31/08/2023,Uruguay,Salto,Laptops,MSI GS66 Stealth,2249,0.2,2,4498,899.6
3137,2024,8,9,09/08/2023,Venezuela,Caracas,Smartphones,LG Velvet,649,0.12,5,3245,389.4
3138,2024,8,13,13/08/2023,Perú,Trujillo,Auriculares,Audio-Technica ATH-M50x,174,0.32,3,522,167.04
3139,2024,8,22,22/08/2023,Brasil,São Paulo,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
3140,2024,8,25,25/08/2023,Ecuador,Quito,Laptops,MSI GS66 Stealth,2249,0.2,5,11245,2249
3141,2024,8,5,05/08/2023,Panamá,David,Tablets,LG G Pad 5 10.1,249,0.33,5,1245,410.85
3142,2024,8,27,27/08/2023,Venezuela,Caracas,Laptops,Gigabyte Aero 15 OLED,2599,0.11,2,5198,571.78
3143,2024,8,24,24/08/2023,Perú,Trujillo,Tablets,Amazon Fire HD 10,199,0.31,3,597,185.07
3144,2024,8,23,23/08/2023,Uruguay,Ciudad de la Costa,Tablets,iPad Air,649,0.33,3,1947,642.51
3145,2024,8,2,02/08/2023,Uruguay,Ciudad de la Costa,Auriculares,Sony WH-1000XM4,324,0.27,4,1296,349.92
3146,2024,8,6,06/08/2023,Perú,Lima,Auriculares,Microsoft Surface Earbuds,224,0.14,5,1120,156.8
3147,2024,8,16,16/08/2023,Panamá,Ciudad de Panamá,Laptops,Microsoft Surface Laptop 4,1649,0.27,5,8245,2226.15
3148,2024,8,23,23/08/2023,México,Ciudad de México (CDMX),Tablets,Xiaomi Mi Pad 5,449,0.26,4,1796,466.96
3149,2024,8,29,29/08/2023,Venezuela,Maracaibo,Auriculares,Beats Studio3,274,0.13,5,1370,178.1
3150,2024,8,1,01/08/2023,Chile,Santiago,Smartphones,OnePlus 9,799,0.32,2,1598,511.36
3151,2024,8,25,25/08/2023,Costa Rica,Heredia,Smartphones,Samsung Galaxy S21,899,0.28,4,3596,1006.88
3152,2024,8,16,16/08/2023,Bolivia,La Paz,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3153,2024,8,24,24/08/2023,Colombia,Bogotá,Smartphones,Huawei P40 Pro,899,0.34,2,1798,611.32
3154,2024,8,31,31/08/2023,Venezuela,Maracaibo,Smartphones,Oppo Find X3 Pro,1049,0.23,1,1049,241.27
3155,2024,8,14,14/08/2023,Brasil,Río de Janeiro,Laptops,Dell XPS 13,1399,0.35,1,1399,489.65
3156,2024,8,21,21/08/2023,México,Ciudad de México (CDMX),Tablets,Huawei MatePad Pro,649,0.14,4,2596,363.44
3157,2024,8,12,12/08/2023,Brasil,Río de Janeiro,Laptops,MacBook Pro 14,2999,0.19,5,14995,2849.05
3158,2024,8,31,31/08/2023,Colombia,Bogotá,Smartphones,OnePlus 9,799,0.32,4,3196,1022.72
3159,2024,8,28,28/08/2023,Perú,Arequipa,Laptops,Gigabyte Aero 15 OLED,2599,0.11,5,12995,1429.45
3160,2024,8,24,24/08/2023,Bolivia,Santa Cruz de la Sierra,Tablets,LG G Pad 5 10.1,249,0.33,2,498,164.34
3161,2024,8,7,07/08/2023,Paraguay,Encarnación,Tablets,Google Pixel Slate,799,0.3,1,799,239.7
3162,2024,8,27,27/08/2023,Uruguay,Montevideo,Auriculares,Razer Opus,224,0.11,4,896,98.56
3163,2024,8,15,15/08/2023,Costa Rica,Limón,Auriculares,Bose QuietComfort 35 II,274,0.28,3,822,230.16
3164,2024,8,12,12/08/2023,Venezuela,Caracas,Tablets,Amazon Fire HD 10,199,0.31,4,796,246.76
3165,2024,8,30,30/08/2023,Perú,Trujillo,Auriculares,Apple AirPods Pro,224,0.26,4,896,232.96
3166,2024,8,9,09/08/2023,Uruguay,Salto,Smartphones,Samsung Galaxy S21,899,0.28,3,2697,755.16
3167,2024,8,11,11/08/2023,Brasil,São Paulo,Auriculares,Sony WH-1000XM4,324,0.27,2,648,174.96
